106; 304; 221; 350
257; 257; 298; 305
315; 479; 305; 516
352; 337; 381; 381
27; 178; 177; 234
631; 87; 748; 122
607; 372; 674; 429
359; 500; 329; 536
147; 353; 249; 390
379; 245; 410; 295
549; 406; 591; 458
342; 290; 372; 337
580; 90; 690; 126
420; 374; 453; 421
250; 379; 288; 421
54; 323; 175; 363
494; 172; 542; 221
490; 121; 587; 169
287; 161; 323; 220
109; 447; 154; 478
