409; 208; 384; 197
490; 232; 470; 222
149; 281; 121; 267
590; 383; 602; 379
182; 331; 157; 318
505; 312; 522; 288
245; 583; 196; 591
100; 163; 94; 153
339; 475; 285; 463
560; 543; 487; 528
323; 574; 255; 554
269; 232; 240; 213
570; 489; 506; 480
449; 274; 422; 263
198; 196; 168; 188
439; 182; 416; 172
406; 193; 382; 182
467; 294; 444; 288
556; 309; 580; 310
679; 461; 698; 456
