410; 206; 384; 196
558; 414; 535; 409
212; 568; 180; 550
343; 244; 323; 225
493; 231; 471; 220
204; 586; 164; 565
221; 169; 195; 162
339; 471; 290; 455
185; 334; 159; 322
660; 585; 625; 593
154; 285; 126; 273
449; 275; 422; 264
439; 181; 417; 171
362; 111; 349; 104
398; 375; 375; 367
467; 298; 444; 288
310; 165; 292; 157
646; 441; 649; 444
473; 216; 451; 205
428; 571; 388; 563
