162; 457; 99; 432
78; 157; 21; 151
206; 302; 111; 293
117; 385; 71; 365
386; 427; 296; 398
318; 515; 246; 473
133; 337; 77; 319
254; 516; 169; 485
184; 82; 118; 75
297; 311; 189; 296
296; 349; 208; 328
276; 457; 181; 432
441; 466; 486; 419
240; 139; 134; 136
191; 513; 135; 473
427; 403; 421; 363
278; 421; 170; 398
211; 348; 137; 331
400; 301; 302; 281
333; 334; 235; 309
164; 312; 83; 300
