499; 98; 549; 48
221; 101; 228; 56
447; 551; 490; 534
236; 273; 317; 252
420; 309; 457; 272
238; 357; 263; 313
102; 492; 190; 453
391; 318; 378; 262
393; 532; 437; 510
139; 570; 205; 524
531; 185; 595; 143
596; 286; 634; 242
38; 397; 111; 348
81; 439; 152; 391
453; 243; 516; 208
365; 585; 427; 565
471; 127; 536; 87
472; 206; 544; 173
492; 142; 557; 104
162; 401; 196; 351
